Accession	Title	Sample Type	Taxonomy	Channels	Platform	Series	Supplementary Types	Supplementary Links	SRA Accession	Contact	Release Date
GSM2368494	"Malignant glioma clone U3017MG-C89"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368494/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368495	"Malignant glioma clone U3017MG-C92"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368495/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368496	"Malignant glioma clone U3017MG-C97"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368496/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368497	"Malignant glioma clone U3017MG-C99"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368497/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368498	"Malignant glioma clone U3017MG-C1"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368498/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368499	"Malignant glioma clone U3017MG-C20"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368499/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368500	"Malignant glioma clone U3017MG-C28"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368500/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368501	"Malignant glioma clone U3017MG-C29"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368501/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368502	"Malignant glioma clone U3017MG-C33"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368502/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368503	"Malignant glioma clone U3017MG-C3"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368503/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368504	"Malignant glioma clone U3017MG-C43"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368504/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368505	"Malignant glioma clone U3017MG-C48"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368505/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368506	"Malignant glioma clone U3017MG-C4"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368506/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368507	"Malignant glioma clone U3017MG-C53"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368507/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368508	"Malignant glioma clone U3017MG-C5"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368508/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368509	"Malignant glioma cell line U3017MG"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368509/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368510	"Malignant glioma clone U3065MG-C106"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368510/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368511	"Malignant glioma clone U3065MG-C113"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368511/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368512	"Malignant glioma clone U3065MG-C161"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368512/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368513	"Malignant glioma clone U3065MG-C179"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368513/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368514	"Malignant glioma clone U3065MG-C239"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368514/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368515	"Malignant glioma clone U3065MG-C271"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368515/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368516	"Malignant glioma clone U3065MG-C28"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368516/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368517	"Malignant glioma clone U3065MG-C349"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368517/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368518	"Malignant glioma clone U3065MG-C34"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368518/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368519	"Malignant glioma clone U3065MG-C466"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368519/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368520	"Malignant glioma clone U3065MG-C46"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368520/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368521	"Malignant glioma clone U3065MG-C475"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368521/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368522	"Malignant glioma clone U3065MG-C482"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368522/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368523	"Malignant glioma clone U3065MG-C494"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368523/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368524	"Malignant glioma clone U3065MG-C60"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368524/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368525	"Malignant glioma clone U3065MG-C78"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368525/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368526	"Malignant glioma clone U3065MG-C80"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368526/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368527	"Malignant glioma clone U3065MG-C90"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368527/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368528	"Malignant glioma clone U3065MG-C94"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368528/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368529	"Malignant glioma clone U3065MG-C95"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368529/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368530	"Malignant glioma cell line U3065MG"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368530/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368531	"Malignant glioma clone U3065MG-C46-repl1"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368531/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368532	"Malignant glioma clone U3065MG-C475-repl1"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368532/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368533	"Malignant glioma cell line U3065MG-repl1"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368533/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368534	"Malignant glioma clone U3118MG-C130"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368534/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368535	"Malignant glioma clone U3118MG-C150"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368535/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368536	"Malignant glioma clone U3118MG-C180"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368536/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368537	"Malignant glioma clone U3118MG-C182"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368537/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368538	"Malignant glioma clone U3118MG-C192"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368538/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368539	"Malignant glioma clone U3118MG-C200"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368539/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368540	"Malignant glioma clone U3118MG-C219"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368540/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368541	"Malignant glioma clone U3118MG-C220"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368541/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368542	"Malignant glioma clone U3118MG-C223"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368542/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368543	"Malignant glioma clone U3118MG-C228"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368543/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368544	"Malignant glioma clone U3118MG-C266"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368544/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368545	"Malignant glioma clone U3118MG-C29"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368545/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368546	"Malignant glioma clone U3118MG-C335"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368546/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368547	"Malignant glioma clone U3118MG-C348"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368547/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368548	"Malignant glioma clone U3118MG-C358"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368548/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368549	"Malignant glioma clone U3118MG-C38"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368549/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368550	"Malignant glioma clone U3118MG-C410"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368550/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368551	"Malignant glioma clone U3118MG-C424"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368551/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368552	"Malignant glioma clone U3118MG-C440"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368552/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368553	"Malignant glioma clone U3118MG-C508"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368553/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368554	"Malignant glioma clone U3118MG-C553"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368554/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368555	"Malignant glioma clone U3118MG-C688"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368555/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368556	"Malignant glioma clone U3118MG-C694"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368556/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368557	"Malignant glioma clone U3118MG-C696"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368557/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368558	"Malignant glioma clone U3118MG-C736"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368558/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368559	"Malignant glioma clone U3118MG-C81"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368559/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368560	"Malignant glioma clone U3118MG-C849"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368560/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368561	"Malignant glioma clone U3118MG-C861"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368561/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368562	"Malignant glioma clone U3118MG-C895"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368562/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368563	"Malignant glioma clone U3118MG-C89"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368563/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368564	"Malignant glioma clone U3118MG-C906"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368564/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368565	"Malignant glioma clone U3118MG-C92"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368565/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368566	"Malignant glioma cell line U3118MG"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368566/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368567	"Malignant glioma cell line U3118MG-repl1"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368567/suppl"		"Bo Segerman"	"Dec 13, 2016"
GSM2368568	"Malignant glioma cell line U3118MG-repl2"	"RNA"	"Homo sapiens"	1	GPL17586	GSE89399;GSE89401	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368568/suppl"		"Bo Segerman"	"Dec 13, 2016"
