Accession	Title	Sample Type	Taxonomy	Channels	Platform	Series	Supplementary Types	Supplementary Links	SRA Accession	Contact	Release Date
GSM2195496	"Human_HBV_sample_Hep-0326"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195496/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195497	"Human_HBV_sample_Hep-0327"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195497/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195498	"Human_HBV_sample_Hep-0754"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195498/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195499	"Human_HBV_sample_Hep-0757"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195499/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195500	"Human_HBV_sample_Hep-0758"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195500/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195501	"Human_HBV_sample_Hep-0759"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195501/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195502	"Human_HBV_sample_Hep-0762"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195502/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195503	"Human_HBV_sample_Hep-0763"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195503/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195504	"Human_HBV_sample_Hep-0767"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195504/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195505	"Human_HBV_sample_Hep-0768"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195505/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195506	"Human_HBV_sample_Hep-0769"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195506/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195507	"Human_HBV_sample_Hep-0770"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195507/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195508	"Human_HBV_sample_Hep-0773"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195508/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195509	"Human_HBV_sample_Hep-0774"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195509/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195510	"Human_HBV_sample_Hep-0775"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195510/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195511	"Human_HBV_sample_Hep-0776"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195511/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195512	"Human_HBV_sample_Hep-0777"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195512/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195513	"Human_HBV_sample_Hep-0779"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195513/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195514	"Human_HBV_sample_HeP-0781"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195514/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195515	"Human_HBV_sample_HeP-0782"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195515/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195516	"Human_HBV_sample_Hep-0783"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195516/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195517	"Human_HBV_sample_Hep-0784"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195517/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195518	"Human_HBV_sample_Hep-0794"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195518/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195519	"Human_HBV_sample_Hep-0799"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195519/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195520	"Human_HBV_sample_Hep-0811"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195520/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195521	"Human_HBV_sample_Hep-0813"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195521/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195522	"Human_HBV_sample_Hep-0815"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195522/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195523	"Human_HBV_sample_Hep-0816"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195523/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195524	"Human_HBV_sample_Hep-0818"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195524/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195525	"Human_HBV_sample_Hep-0846"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195525/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195526	"Human_HBV_sample_Hep-0851"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195526/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195527	"Human_HBV_sample_Hep-0855"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195527/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195528	"Human_HBV_sample_Hep-0858"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195528/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195529	"Human_HBV_sample_Hep-0859"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195529/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195530	"Human_HBV_sample_Hep-0862"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195530/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195531	"Human_HBV_sample_Hep-0863"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195531/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195532	"Human_HBV_sample_Hep-0876"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195532/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195533	"Human_HBV_sample_Hep-0877"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195533/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195534	"Human_HBV_sample_Hep-0878"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195534/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195535	"Human_HBV_sample_Hep-0879"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195535/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195536	"Human_HBV_sample_Hep-0880"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195536/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2195537	"Human_HBV_sample_Hep-0898"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195537/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2249852	"P1 Monocyte CD11b+ CX3CR1int Ly6Chi MHCII-  Replicate 1"	"RNA"	"Mus musculus"	1	GPL6246	GSE84764	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2249nnn/GSM2249852/suppl"		"Anika Schridde"	"Feb 28, 2017"
GSM2249853	"P2 Monocyte CD11b+ CX3CR1int Ly6Chitolow MHCII+  Replicate 1"	"RNA"	"Mus musculus"	1	GPL6246	GSE84764	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2249nnn/GSM2249853/suppl"		"Anika Schridde"	"Feb 28, 2017"
GSM2249854	"P3 Macrophage CD11b+ CX3CR1int Ly6C- MHCII+ F4/80hi CD11clow  Replicate 1"	"RNA"	"Mus musculus"	1	GPL6246	GSE84764	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2249nnn/GSM2249854/suppl"		"Anika Schridde"	"Feb 28, 2017"
GSM2249855	"P4 Macrophage CD11b+ CX3CR1hi Ly6C- MHCII+ F4/80hi CD11clow Replicate 1"	"RNA"	"Mus musculus"	1	GPL6246	GSE84764	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2249nnn/GSM2249855/suppl"		"Anika Schridde"	"Feb 28, 2017"
GSM2249856	"P1 Monocyte CD11b+ CX3CR1int Ly6Chi MHCII-  Replicate 2"	"RNA"	"Mus musculus"	1	GPL6246	GSE84764	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2249nnn/GSM2249856/suppl"		"Anika Schridde"	"Feb 28, 2017"
GSM2249857	"P2 Monocyte CD11b+ CX3CR1int Ly6Chitolow MHCII+  Replicate 2"	"RNA"	"Mus musculus"	1	GPL6246	GSE84764	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2249nnn/GSM2249857/suppl"		"Anika Schridde"	"Feb 28, 2017"
GSM2249858	"P3 Macrophage CD11b+ CX3CR1int Ly6C- MHCII+ F4/80hi CD11clow  Replicate 2"	"RNA"	"Mus musculus"	1	GPL6246	GSE84764	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2249nnn/GSM2249858/suppl"		"Anika Schridde"	"Feb 28, 2017"
GSM2249859	"P4 Macrophage CD11b+ CX3CR1hi Ly6C- MHCII+ F4/80hi CD11clow Replicate 2"	"RNA"	"Mus musculus"	1	GPL6246	GSE84764	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2249nnn/GSM2249859/suppl"		"Anika Schridde"	"Feb 28, 2017"
GSM2249860	"P1 Monocyte CD11b+ CX3CR1int Ly6Chi MHCII-  Replicate 3"	"RNA"	"Mus musculus"	1	GPL6246	GSE84764	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2249nnn/GSM2249860/suppl"		"Anika Schridde"	"Feb 28, 2017"
GSM2249861	"P2 Monocyte CD11b+ CX3CR1int Ly6Chitolow MHCII+  Replicate 3"	"RNA"	"Mus musculus"	1	GPL6246	GSE84764	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2249nnn/GSM2249861/suppl"		"Anika Schridde"	"Feb 28, 2017"
GSM2249862	"P3 Macrophage CD11b+ CX3CR1int Ly6C- MHCII+ F4/80hi CD11clow  Replicate 3"	"RNA"	"Mus musculus"	1	GPL6246	GSE84764	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2249nnn/GSM2249862/suppl"		"Anika Schridde"	"Feb 28, 2017"
GSM2249863	"P4 Macrophage CD11b+ CX3CR1hi Ly6C- MHCII+ F4/80hi CD11clow Replicate 3"	"RNA"	"Mus musculus"	1	GPL6246	GSE84764	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2249nnn/GSM2249863/suppl"		"Anika Schridde"	"Feb 28, 2017"
GSM2291960	"Human_normal_sample_Healthy-1"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2291nnn/GSM2291960/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2291961	"Human_normal_sample_Healthy-2"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2291nnn/GSM2291961/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2291962	"Human_normal_sample_Healthy-3"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2291nnn/GSM2291962/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2291963	"Human_normal_sample_Healthy-4"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2291nnn/GSM2291963/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2291964	"Human_normal_sample_Healthy-5"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2291nnn/GSM2291964/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2291965	"Human_normal_sample_Healthy-6"	"RNA"	"Homo sapiens"	1	GPL570	GSE83148	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2291nnn/GSM2291965/suppl"		"Weichen Zhou"	"Feb 28, 2017"
GSM2327895	"Anti-VEGF_F1x"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE87330	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2327nnn/GSM2327895/suppl"		"Neil Lagali"	"Feb 28, 2017"
GSM2327896	"Anti-VEGF_F2"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE87330	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2327nnn/GSM2327896/suppl"		"Neil Lagali"	"Feb 28, 2017"
GSM2327897	"Anti-VEGF_F6"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE87330	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2327nnn/GSM2327897/suppl"		"Neil Lagali"	"Feb 28, 2017"
GSM2327898	"Anti-VEGF_F7"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE87330	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2327nnn/GSM2327898/suppl"		"Neil Lagali"	"Feb 28, 2017"
GSM2327899	"Anti-IgG_F17"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE87330	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2327nnn/GSM2327899/suppl"		"Neil Lagali"	"Feb 28, 2017"
GSM2327900	"Anti-IgG_F19"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE87330	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2327nnn/GSM2327900/suppl"		"Neil Lagali"	"Feb 28, 2017"
GSM2327901	"Anti-IgG_F22"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE87330	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2327nnn/GSM2327901/suppl"		"Neil Lagali"	"Feb 28, 2017"
GSM2327902	"Anti-IgG_F23"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE87330	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2327nnn/GSM2327902/suppl"		"Neil Lagali"	"Feb 28, 2017"
GSM2327903	"Dexamethasone_F25"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE87330	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2327nnn/GSM2327903/suppl"		"Neil Lagali"	"Feb 28, 2017"
GSM2327904	"Dexamethasone_F26"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE87330	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2327nnn/GSM2327904/suppl"		"Neil Lagali"	"Feb 28, 2017"
GSM2327905	"Dexamethasone_F27"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE87330	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2327nnn/GSM2327905/suppl"		"Neil Lagali"	"Feb 28, 2017"
GSM2327906	"Dexamethasone_F30"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE87330	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2327nnn/GSM2327906/suppl"		"Neil Lagali"	"Feb 28, 2017"
GSM2327907	"Control sample 1"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE87330	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2327nnn/GSM2327907/suppl"		"Neil Lagali"	"Feb 28, 2017"
