Accession	Title	Sample Type	Taxonomy	Channels	Platform	Series	Supplementary Types	Supplementary Links	SRA Accession	Contact	Release Date
GSM2100363	"Sample5_CS_ATRA_1"	"RNA"	"Homo sapiens"	1	GPL570	GSE79642	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2100nnn/GSM2100363/suppl"		"William R Swindell"	"Mar 24, 2017"
GSM2100364	"Sample6_CS_ATRA_2"	"RNA"	"Homo sapiens"	1	GPL570	GSE79642	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2100nnn/GSM2100364/suppl"		"William R Swindell"	"Mar 24, 2017"
GSM2107609	"Liver_Low fat diet_ID1"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE79867	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2107nnn/GSM2107609/suppl"		"Toshitada Nagai"	"Mar 24, 2017"
GSM2107610	"Liver_Low fat diet_ID2"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE79867	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2107nnn/GSM2107610/suppl"		"Toshitada Nagai"	"Mar 24, 2017"
GSM2107611	"Liver_Low fat diet_ID3"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE79867	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2107nnn/GSM2107611/suppl"		"Toshitada Nagai"	"Mar 24, 2017"
GSM2107612	"Liver_Low fat diet_ID4"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE79867	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2107nnn/GSM2107612/suppl"		"Toshitada Nagai"	"Mar 24, 2017"
GSM2107613	"Liver_Low fat diet_ID5"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE79867	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2107nnn/GSM2107613/suppl"		"Toshitada Nagai"	"Mar 24, 2017"
GSM2107614	"Liver_Moderate fat diet_ID6"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE79867	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2107nnn/GSM2107614/suppl"		"Toshitada Nagai"	"Mar 24, 2017"
GSM2107615	"Liver_Moderate fat diet_ID8"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE79867	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2107nnn/GSM2107615/suppl"		"Toshitada Nagai"	"Mar 24, 2017"
GSM2107616	"Liver_Moderate fat diet_ID9"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE79867	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2107nnn/GSM2107616/suppl"		"Toshitada Nagai"	"Mar 24, 2017"
GSM2107617	"Liver_Moderate fat diet_ID10"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE79867	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2107nnn/GSM2107617/suppl"		"Toshitada Nagai"	"Mar 24, 2017"
GSM2107618	"Liver_High fat diet_ID12"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE79867	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2107nnn/GSM2107618/suppl"		"Toshitada Nagai"	"Mar 24, 2017"
GSM2107619	"Liver_High fat diet_ID13"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE79867	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2107nnn/GSM2107619/suppl"		"Toshitada Nagai"	"Mar 24, 2017"
GSM2107620	"Liver_High fat diet_ID15"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE79867	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2107nnn/GSM2107620/suppl"		"Toshitada Nagai"	"Mar 24, 2017"
GSM2107621	"Liver_High fat diet_ID16"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE79867	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2107nnn/GSM2107621/suppl"		"Toshitada Nagai"	"Mar 24, 2017"
GSM2107622	"White Adipose Tissue_Low fat diet_ID1"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE79867	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2107nnn/GSM2107622/suppl"		"Toshitada Nagai"	"Mar 24, 2017"
GSM2107623	"White Adipose Tissue_Low fat diet_ID2"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE79867	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2107nnn/GSM2107623/suppl"		"Toshitada Nagai"	"Mar 24, 2017"
GSM2107624	"White Adipose Tissue_Low fat diet_ID3"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE79867	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2107nnn/GSM2107624/suppl"		"Toshitada Nagai"	"Mar 24, 2017"
GSM2107625	"White Adipose Tissue_Low fat diet_ID4"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE79867	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2107nnn/GSM2107625/suppl"		"Toshitada Nagai"	"Mar 24, 2017"
GSM2107626	"White Adipose Tissue_Low fat diet_ID5"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE79867	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2107nnn/GSM2107626/suppl"		"Toshitada Nagai"	"Mar 24, 2017"
GSM2107627	"White Adipose Tissue_High fat diet_ID12"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE79867	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2107nnn/GSM2107627/suppl"		"Toshitada Nagai"	"Mar 24, 2017"
GSM2107628	"White Adipose Tissue_High fat diet_ID13"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE79867	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2107nnn/GSM2107628/suppl"		"Toshitada Nagai"	"Mar 24, 2017"
GSM2107629	"White Adipose Tissue_High fat diet_ID15"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE79867	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2107nnn/GSM2107629/suppl"		"Toshitada Nagai"	"Mar 24, 2017"
GSM2107630	"White Adipose Tissue_High fat diet_ID16"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE79867	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2107nnn/GSM2107630/suppl"		"Toshitada Nagai"	"Mar 24, 2017"
GSM2107631	"Brown Adipose Tissue_Low fat diet_ID1"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE79867	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2107nnn/GSM2107631/suppl"		"Toshitada Nagai"	"Mar 24, 2017"
GSM2107632	"Brown Adipose Tissue_Low fat diet_ID2"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE79867	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2107nnn/GSM2107632/suppl"		"Toshitada Nagai"	"Mar 24, 2017"
GSM2107633	"Brown Adipose Tissue_Low fat diet_ID3"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE79867	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2107nnn/GSM2107633/suppl"		"Toshitada Nagai"	"Mar 24, 2017"
GSM2107634	"Brown Adipose Tissue_Low fat diet_ID4"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE79867	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2107nnn/GSM2107634/suppl"		"Toshitada Nagai"	"Mar 24, 2017"
GSM2107635	"Brown Adipose Tissue_Low fat diet_ID5"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE79867	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2107nnn/GSM2107635/suppl"		"Toshitada Nagai"	"Mar 24, 2017"
GSM2107636	"Brown Adipose Tissue_High fat diet_ID12"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE79867	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2107nnn/GSM2107636/suppl"		"Toshitada Nagai"	"Mar 24, 2017"
GSM2107637	"Brown Adipose Tissue_High fat diet_ID13"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE79867	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2107nnn/GSM2107637/suppl"		"Toshitada Nagai"	"Mar 24, 2017"
GSM2107638	"Brown Adipose Tissue_High fat diet_ID15"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE79867	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2107nnn/GSM2107638/suppl"		"Toshitada Nagai"	"Mar 24, 2017"
GSM2107639	"Brown Adipose Tissue_High fat diet_ID16"	"RNA"	"Rattus norvegicus"	1	GPL1355	GSE79867	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2107nnn/GSM2107639/suppl"		"Toshitada Nagai"	"Mar 24, 2017"
GSM2546340	"B. subtilis 3610 midlog Exp.1 rep.1"	"RNA"	"Bacillus subtilis subsp. subtilis str. NCIB 3610"	1	GPL343	GSE96942	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546340/suppl"		"Anthony John Michael"	"Mar 24, 2017"
GSM2546341	"B. subtilis 3610 midlog Exp.1 rep.2"	"RNA"	"Bacillus subtilis subsp. subtilis str. NCIB 3610"	1	GPL343	GSE96942	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546341/suppl"		"Anthony John Michael"	"Mar 24, 2017"
GSM2546342	"B. subtilis 3610 midlog Exp.1 rep.3"	"RNA"	"Bacillus subtilis subsp. subtilis str. NCIB 3610"	1	GPL343	GSE96942	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546342/suppl"		"Anthony John Michael"	"Mar 24, 2017"
GSM2546343	"B. subtilis speD midlog Exp.1 rep.1"	"RNA"	"Bacillus subtilis subsp. subtilis str. NCIB 3610"	1	GPL343	GSE96942	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546343/suppl"		"Anthony John Michael"	"Mar 24, 2017"
GSM2546344	"B. subtilis speD midlog Exp.1 rep.2"	"RNA"	"Bacillus subtilis subsp. subtilis str. NCIB 3610"	1	GPL343	GSE96942	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546344/suppl"		"Anthony John Michael"	"Mar 24, 2017"
GSM2546345	"B. subtilis speD midlog Exp.1 rep.3"	"RNA"	"Bacillus subtilis subsp. subtilis str. NCIB 3610"	1	GPL343	GSE96942	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546345/suppl"		"Anthony John Michael"	"Mar 24, 2017"
GSM2546346	"B. subtilis 3610 midlog Exp.2 rep.1"	"RNA"	"Bacillus subtilis subsp. subtilis str. NCIB 3610"	1	GPL343	GSE96942	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546346/suppl"		"Anthony John Michael"	"Mar 24, 2017"
GSM2546347	"B. subtilis 3610 midlog Exp.2 rep.2"	"RNA"	"Bacillus subtilis subsp. subtilis str. NCIB 3610"	1	GPL343	GSE96942	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546347/suppl"		"Anthony John Michael"	"Mar 24, 2017"
GSM2546348	"B. subtilis 3610 midlog Exp.2 rep.3"	"RNA"	"Bacillus subtilis subsp. subtilis str. NCIB 3610"	1	GPL343	GSE96942	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546348/suppl"		"Anthony John Michael"	"Mar 24, 2017"
GSM2546349	"B. subtilis speD midlog Exp.2 rep.1"	"RNA"	"Bacillus subtilis subsp. subtilis str. NCIB 3610"	1	GPL343	GSE96942	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546349/suppl"		"Anthony John Michael"	"Mar 24, 2017"
GSM2546350	"B. subtilis speD midlog Exp.2 rep.2"	"RNA"	"Bacillus subtilis subsp. subtilis str. NCIB 3610"	1	GPL343	GSE96942	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546350/suppl"		"Anthony John Michael"	"Mar 24, 2017"
GSM2546351	"B. subtilis speD midlog Exp.2 rep.3"	"RNA"	"Bacillus subtilis subsp. subtilis str. NCIB 3610"	1	GPL343	GSE96942	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546351/suppl"		"Anthony John Michael"	"Mar 24, 2017"
GSM2546570	"NPTr_uninfection_36h_rep1"	"RNA"	"Sus scrofa"	1	GPL3533	GSE96952	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546570/suppl"		"Shishuo Zhang"	"Mar 24, 2017"
GSM2546571	"NPTr_uninfection_36h_rep2"	"RNA"	"Sus scrofa"	1	GPL3533	GSE96952	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546571/suppl"		"Shishuo Zhang"	"Mar 24, 2017"
GSM2546572	"NPTr_uninfection_36h_rep3"	"RNA"	"Sus scrofa"	1	GPL3533	GSE96952	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546572/suppl"		"Shishuo Zhang"	"Mar 24, 2017"
GSM2546573	"NPTr_infection_36h_rep1"	"RNA"	"Sus scrofa"	1	GPL3533	GSE96952	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546573/suppl"		"Shishuo Zhang"	"Mar 24, 2017"
GSM2546574	"NPTr_infection_36h_rep2"	"RNA"	"Sus scrofa"	1	GPL3533	GSE96952	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546574/suppl"		"Shishuo Zhang"	"Mar 24, 2017"
GSM2546575	"NPTr_infection_36h_rep3"	"RNA"	"Sus scrofa"	1	GPL3533	GSE96952	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546575/suppl"		"Shishuo Zhang"	"Mar 24, 2017"
GSM2546576	"NPTr_uninfection_36h_rep1"	"RNA"	"Sus scrofa"	1	GPL14613	GSE96953	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546576/suppl"		"Shishuo Zhang"	"Mar 24, 2017"
GSM2546577	"NPTr_uninfection_36h_rep2"	"RNA"	"Sus scrofa"	1	GPL14613	GSE96953	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546577/suppl"		"Shishuo Zhang"	"Mar 24, 2017"
GSM2546578	"NPTr_uninfection_36h_rep3"	"RNA"	"Sus scrofa"	1	GPL14613	GSE96953	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546578/suppl"		"Shishuo Zhang"	"Mar 24, 2017"
GSM2546579	"NPTr_infection_36h_rep1"	"RNA"	"Sus scrofa"	1	GPL14613	GSE96953	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546579/suppl"		"Shishuo Zhang"	"Mar 24, 2017"
GSM2546580	"NPTr_infection_36h_rep2"	"RNA"	"Sus scrofa"	1	GPL14613	GSE96953	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546580/suppl"		"Shishuo Zhang"	"Mar 24, 2017"
GSM2546581	"NPTr_infection_36h_rep3"	"RNA"	"Sus scrofa"	1	GPL14613	GSE96953	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546581/suppl"		"Shishuo Zhang"	"Mar 24, 2017"
GSM2546583	"E. coli Wild type_glucose_exponential phase_repl1"	"RNA"	"Escherichia coli K-12"	1	GPL3154	GSE96955	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546583/suppl"		"ANA ÉCIJA"	"Mar 24, 2017"
GSM2546584	"E. coli Wild type_glucose_exponential phase_repl2"	"RNA"	"Escherichia coli K-12"	1	GPL3154	GSE96955	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546584/suppl"		"ANA ÉCIJA"	"Mar 24, 2017"
GSM2546585	"E. coli Wild type_glucose_stationary phase_repl1"	"RNA"	"Escherichia coli K-12"	1	GPL3154	GSE96955	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546585/suppl"		"ANA ÉCIJA"	"Mar 24, 2017"
GSM2546586	"E. coli Wild type_glucose_stationary phase_repl2"	"RNA"	"Escherichia coli K-12"	1	GPL3154	GSE96955	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546586/suppl"		"ANA ÉCIJA"	"Mar 24, 2017"
GSM2546587	"E. coli CRP N strain_glucose_exponential phase_repl1"	"RNA"	"Escherichia coli K-12"	1	GPL3154	GSE96955	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546587/suppl"		"ANA ÉCIJA"	"Mar 24, 2017"
GSM2546588	"E. coli CRP N strain_glucose_exponential phase_repl2"	"RNA"	"Escherichia coli K-12"	1	GPL3154	GSE96955	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546588/suppl"		"ANA ÉCIJA"	"Mar 24, 2017"
GSM2546589	"E. coli CRP N strain_glucose_stationary phase_repl1"	"RNA"	"Escherichia coli K-12"	1	GPL3154	GSE96955	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546589/suppl"		"ANA ÉCIJA"	"Mar 24, 2017"
GSM2546590	"E. coli CRP N strain_glucose_stationary phase_repl2"	"RNA"	"Escherichia coli K-12"	1	GPL3154	GSE96955	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546590/suppl"		"ANA ÉCIJA"	"Mar 24, 2017"
GSM2546591	"E. coli CRP R strain_glucose_exponential phase_repl1"	"RNA"	"Escherichia coli K-12"	1	GPL3154	GSE96955	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546591/suppl"		"ANA ÉCIJA"	"Mar 24, 2017"
GSM2546592	"E. coli CRP R strain_glucose_exponential phase_repl2"	"RNA"	"Escherichia coli K-12"	1	GPL3154	GSE96955	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546592/suppl"		"ANA ÉCIJA"	"Mar 24, 2017"
GSM2546593	"E. coli CRP R strain_glucose_stationary phase_repl1"	"RNA"	"Escherichia coli K-12"	1	GPL3154	GSE96955	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546593/suppl"		"ANA ÉCIJA"	"Mar 24, 2017"
GSM2546594	"E. coli CRP R strain_glucose_stationary phase_repl2"	"RNA"	"Escherichia coli K-12"	1	GPL3154	GSE96955	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546594/suppl"		"ANA ÉCIJA"	"Mar 24, 2017"
GSM2546595	"E. coli CRP Q strain_glucose_exponential phase_repl1"	"RNA"	"Escherichia coli K-12"	1	GPL3154	GSE96955	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546595/suppl"		"ANA ÉCIJA"	"Mar 24, 2017"
GSM2546596	"E. coli CRP Q strain_glucose_exponential phase_repl2"	"RNA"	"Escherichia coli K-12"	1	GPL3154	GSE96955	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546596/suppl"		"ANA ÉCIJA"	"Mar 24, 2017"
GSM2546597	"E. coli CRP Q strain_glucose_stationary phase_repl1"	"RNA"	"Escherichia coli K-12"	1	GPL3154	GSE96955	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546597/suppl"		"ANA ÉCIJA"	"Mar 24, 2017"
GSM2546598	"E. coli CRP Q strain_glucose_stationary phase_repl2"	"RNA"	"Escherichia coli K-12"	1	GPL3154	GSE96955	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546598/suppl"		"ANA ÉCIJA"	"Mar 24, 2017"
GSM2546599	"E. coli Wild type_acetate_exponential phase_repl1"	"RNA"	"Escherichia coli K-12"	1	GPL3154	GSE96955	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546599/suppl"		"ANA ÉCIJA"	"Mar 24, 2017"
GSM2546600	"E. coli Wild type_acetate_exponential phase_repl2"	"RNA"	"Escherichia coli K-12"	1	GPL3154	GSE96955	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546600/suppl"		"ANA ÉCIJA"	"Mar 24, 2017"
GSM2546601	"E. coli Wild type_acetate_stationary phase_repl1"	"RNA"	"Escherichia coli K-12"	1	GPL3154	GSE96955	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546601/suppl"		"ANA ÉCIJA"	"Mar 24, 2017"
GSM2546602	"E. coli Wild type_acetate_stationary phase_repl2"	"RNA"	"Escherichia coli K-12"	1	GPL3154	GSE96955	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546602/suppl"		"ANA ÉCIJA"	"Mar 24, 2017"
GSM2546603	"E. coli CRP N strain_acetate_exponential phase_repl1"	"RNA"	"Escherichia coli K-12"	1	GPL3154	GSE96955	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546603/suppl"		"ANA ÉCIJA"	"Mar 24, 2017"
GSM2546604	"E. coli CRP N strain_acetate_exponential phase_repl2"	"RNA"	"Escherichia coli K-12"	1	GPL3154	GSE96955	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546604/suppl"		"ANA ÉCIJA"	"Mar 24, 2017"
GSM2546605	"E. coli CRP N strain_acetate_stationary phase_repl1"	"RNA"	"Escherichia coli K-12"	1	GPL3154	GSE96955	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546605/suppl"		"ANA ÉCIJA"	"Mar 24, 2017"
GSM2546606	"E. coli CRP N strain_acetate_stationary phase_repl2"	"RNA"	"Escherichia coli K-12"	1	GPL3154	GSE96955	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546606/suppl"		"ANA ÉCIJA"	"Mar 24, 2017"
GSM2546607	"E. coli CRP R strain_acetate_exponential phase_repl1"	"RNA"	"Escherichia coli K-12"	1	GPL3154	GSE96955	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2546nnn/GSM2546607/suppl"		"ANA ÉCIJA"	"Mar 24, 2017"
